Customer,Product Code,Product Description,Location,Trans.#,Trans.Date,Transfer Type,Qty,Price,Cost,Amount
,,,,,,TOTAL,5,20.00,10.00,$10.00
Vistar,343,180 Snack Skinny Rice Bar Blueberry 0.56oz,,BILL/2026/0063,02/20/2026,bill,1,4.00,2.00,2.00
Vistar,343,180 Snack Skinny Rice Bar Blueberry 0.56oz,,BILL/2026/0064,02/20/2026,bill,1,4.00,2.00,2.00
Vistar,343,180 Snack Skinny Rice Bar Blueberry 0.56oz,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02483,02/20/2026,material_receipt,1,4.00,2.00,2.00
Vistar,343,180 Snack Skinny Rice Bar Blueberry 0.56oz,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02484,02/20/2026,material_receipt,1,4.00,2.00,2.00
Vistar,343,180 Snack Skinny Rice Bar Blueberry 0.56oz,,P02397,02/19/2026,purchase,1,4.00,2.00,2.00
,,,,,,TOTAL,6,26.85,10.05,$20.10
California Commissary,857310005078,Nightfood Midnight Chocolate Ice Cream,,BILL/2026/0065,02/20/2026,bill,2,8.95,3.35,6.70
California Commissary,857310005078,Nightfood Midnight Chocolate Ice Cream,,P02404,02/20/2026,purchase,2,8.95,3.35,6.70
California Commissary,857310005078,Nightfood Midnight Chocolate Ice Cream,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02485,02/20/2026,material_receipt,2,8.95,3.35,6.70
,,,,,,TOTAL,70,0.00,0.00,$0.00
,AVR00003,Pringles red,Ultraserv Main Warehouse Cerritos/Stock,124ws,02/20/2026,quantity_adjustment,30,0.00,0.00,0.00
Regency Inn,AVR00003,Pringles red,Ultraserv Automated Services Transit/Stock,Ultra/INT/469508,02/20/2026,store_order,20,0.00,0.00,0.00
Regency Inn,AVR00003,Pringles red,Ultraserv Automated Services Transit/Stock,Ultra/INT/469510,02/20/2026,store_order,20,0.00,0.00,0.00
,,,,,,TOTAL,2,295.30,209.96,$295.30
The Anza A Calabasas Hotel,AVR00110,LA Colombe 12oz Java Jacket - 1000ct,,INV/00137082,02/04/2026,direct_invoice,1,147.65,104.98,147.65
,AVR00110,LA Colombe 12oz Java Jacket - 1000ct,,PACK/04762,02/04/2026,pack_slip,1,147.65,104.98,147.65
,,,,,,TOTAL,26,17.50,4.06,$45.80
Vistar,AVR00115,Cocoa Bliss Hot Cocoa Mix,,P02403,02/19/2026,purchase,10,2.50,0.58,5.80
First Service Residential,AVR00115,Cocoa Bliss Hot Cocoa Mix,,INV/00137117,02/05/2026,direct_invoice,1,2.50,0.58,2.50
,AVR00115,Cocoa Bliss Hot Cocoa Mix,,PACK/04794,02/05/2026,pack_slip,1,2.50,0.58,2.50
Advantage Vending Services,AVR00115,Cocoa Bliss Hot Cocoa Mix,,INV/00137081,02/04/2026,direct_invoice,6,2.50,0.58,15.00
Corona Regional Medical Center,AVR00115,Cocoa Bliss Hot Cocoa Mix,,INV/00137089,02/04/2026,direct_invoice,1,2.50,0.58,2.50
,AVR00115,Cocoa Bliss Hot Cocoa Mix,,PACK/04761,02/04/2026,pack_slip,6,2.50,0.58,15.00
,AVR00115,Cocoa Bliss Hot Cocoa Mix,,PACK/04769,02/04/2026,pack_slip,1,2.50,0.58,2.50
,,,,,,TOTAL,393,138.75,33.25,"$1,021.88"
Vistar,AVR00140,Smartfood White Cheddar 1.75oz,,BILL/2026/0061,02/10/2026,bill,4,4.00,1.33,5.32
Vistar,AVR00140,Smartfood White Cheddar 1.75oz,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02436,02/10/2026,material_receipt,4,4.00,1.33,5.32
Vistar,AVR00140,Smartfood White Cheddar 1.75oz,,P02395,02/07/2026,purchase,96,4.00,1.33,127.68
Hilton Garden Inn-Home2 Suites Anaheim Resort,AVR00140,Smartfood White Cheddar 1.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469301,02/06/2026,store_order,5,6.25,1.33,31.25
Hilton Garden Inn-Home2 Suites Anaheim Resort,AVR00140,Smartfood White Cheddar 1.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469108,02/05/2026,store_order,6,6.25,1.33,37.50
The Westin Pasadena,AVR00140,Smartfood White Cheddar 1.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469109,02/05/2026,store_order,9,6.50,1.33,58.50
Hotel Dena,AVR00140,Smartfood White Cheddar 1.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469111,02/05/2026,store_order,12,5.75,1.33,69.00
The Westin Long Beach,AVR00140,Smartfood White Cheddar 1.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469113,02/05/2026,store_order,4,6.25,1.33,25.00
Embassy Suites by Hilton Anaheim North,AVR00140,Smartfood White Cheddar 1.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469124,02/05/2026,store_order,4,6.25,1.33,25.00
Hyatt Place Pasadena,AVR00140,Smartfood White Cheddar 1.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469176,02/05/2026,store_order,5,5.75,1.33,28.75
Vistar,AVR00140,Smartfood White Cheddar 1.75oz,,BILL/2026/0052,02/04/2026,bill,7,4.00,1.33,9.31
Vistar,AVR00140,Smartfood White Cheddar 1.75oz,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02396,02/04/2026,material_receipt,7,4.00,1.33,9.31
SpringHill Suites by Marriott Riverside Redlands,AVR00140,Smartfood White Cheddar 1.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469008,02/04/2026,store_order,3,5.00,1.33,15.00
Sandbourne Santa Monica - Autograph Collection,AVR00140,Smartfood White Cheddar 1.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469019,02/04/2026,store_order,6,6.50,1.33,39.00
Sheraton Gateway Los Angeles Hotel ,AVR00140,Smartfood White Cheddar 1.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469044,02/04/2026,store_order,6,6.50,1.33,39.00
Hyatt Regency Los Angeles International Airport ,AVR00140,Smartfood White Cheddar 1.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469087,02/04/2026,store_order,4,6.50,1.33,26.00
Hyatt Place San Diego Vista-Carlsbad,AVR00140,Smartfood White Cheddar 1.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468921,02/03/2026,store_order,5,6.00,1.33,30.00
Fairfield by Marriott Anaheim North - Buena Park,AVR00140,Smartfood White Cheddar 1.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468936,02/03/2026,store_order,5,5.75,1.33,28.75
Hyatt House Los Angeles-LAX-Manhattan Beach,AVR00140,Smartfood White Cheddar 1.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468964,02/03/2026,store_order,5,6.25,1.33,31.25
Fairfield Inn & Suites by Marriott Anaheim Los Alamitos,AVR00140,Smartfood White Cheddar 1.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468821,02/02/2026,store_order,12,5.00,1.33,60.00
The Westin Long Beach,AVR00140,Smartfood White Cheddar 1.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468823,02/02/2026,store_order,5,6.25,1.33,31.25
Embassy Suites by Hilton Anaheim North,AVR00140,Smartfood White Cheddar 1.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468839,02/02/2026,store_order,4,6.25,1.33,25.00
Fairfield Inn by Marriott - West Covina,AVR00140,Smartfood White Cheddar 1.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468871,02/02/2026,store_order,3,5.75,1.33,17.25
Embassy Suites by Hilton Palm Desert,AVR00140,Smartfood White Cheddar 1.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468893,02/02/2026,store_order,4,6.00,1.33,24.00
Vistar,AVR00140,Smartfood White Cheddar 1.75oz,,P02382,02/01/2026,purchase,168,4.00,1.33,223.44
,,,,,,TOTAL,87,87.00,18.76,$545.50
Hilton Garden Inn-Home2 Suites Anaheim Resort,AVR00141,Rold Gold Pretzels Thins Original 3.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469301,02/06/2026,store_order,6,6.25,1.34,37.50
The Westin Pasadena,AVR00141,Rold Gold Pretzels Thins Original 3.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469109,02/05/2026,store_order,13,6.50,1.34,84.50
Hotel Dena,AVR00141,Rold Gold Pretzels Thins Original 3.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469111,02/05/2026,store_order,3,5.75,1.34,17.25
The Westin Long Beach,AVR00141,Rold Gold Pretzels Thins Original 3.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469113,02/05/2026,store_order,3,6.25,1.34,18.75
Embassy Suites by Hilton Anaheim North,AVR00141,Rold Gold Pretzels Thins Original 3.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469124,02/05/2026,store_order,3,6.25,1.34,18.75
Sandbourne Santa Monica - Autograph Collection,AVR00141,Rold Gold Pretzels Thins Original 3.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469019,02/04/2026,store_order,7,6.50,1.34,45.50
Sheraton Gateway Los Angeles Hotel ,AVR00141,Rold Gold Pretzels Thins Original 3.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469044,02/04/2026,store_order,12,6.50,1.34,78.00
DoubleTree by Hilton Hotel Los Angeles - Rosemead,AVR00141,Rold Gold Pretzels Thins Original 3.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469055,02/04/2026,store_order,5,6.00,1.34,30.00
Hyatt Regency Los Angeles International Airport ,AVR00141,Rold Gold Pretzels Thins Original 3.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469087,02/04/2026,store_order,4,6.50,1.34,26.00
Hyatt Place San Diego Vista-Carlsbad,AVR00141,Rold Gold Pretzels Thins Original 3.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468921,02/03/2026,store_order,5,6.00,1.34,30.00
Residence Inn San Diego North San Marcos,AVR00141,Rold Gold Pretzels Thins Original 3.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468924,02/03/2026,store_order,7,6.00,1.34,42.00
The Westin Long Beach,AVR00141,Rold Gold Pretzels Thins Original 3.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468823,02/02/2026,store_order,8,6.25,1.34,50.00
Embassy Suites by Hilton Anaheim North,AVR00141,Rold Gold Pretzels Thins Original 3.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468839,02/02/2026,store_order,5,6.25,1.34,31.25
Homewood Suites by Hilton Cathedral City Palm Springs,AVR00141,Rold Gold Pretzels Thins Original 3.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468894,02/02/2026,store_order,6,6.00,1.34,36.00
,,,,,,TOTAL,381,119.50,29.26,"$1,007.76"
Vistar,AVR00144,Cheetos Flamin Hot 2.75oz,,BILL/2026/0061,02/10/2026,bill,3,4.00,1.33,3.99
Vistar,AVR00144,Cheetos Flamin Hot 2.75oz,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02436,02/10/2026,material_receipt,3,4.00,1.33,3.99
Embassy Suites by Hilton Anaheim North,AVR00144,Cheetos Flamin Hot 2.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469349,02/09/2026,store_order,7,6.25,1.33,43.75
Vistar,AVR00144,Cheetos Flamin Hot 2.75oz,,P02395,02/07/2026,purchase,96,4.00,1.33,127.68
Hilton Garden Inn-Home2 Suites Anaheim Resort,AVR00144,Cheetos Flamin Hot 2.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469301,02/06/2026,store_order,1,6.25,1.33,6.25
Hilton Garden Inn-Home2 Suites Anaheim Resort,AVR00144,Cheetos Flamin Hot 2.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469108,02/05/2026,store_order,5,6.25,1.33,31.25
The Westin Pasadena,AVR00144,Cheetos Flamin Hot 2.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469109,02/05/2026,store_order,5,6.50,1.33,32.50
Hyatt Place Pasadena,AVR00144,Cheetos Flamin Hot 2.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469176,02/05/2026,store_order,5,5.75,1.33,28.75
Vistar,AVR00144,Cheetos Flamin Hot 2.75oz,,BILL/2026/0052,02/04/2026,bill,5,4.00,1.33,6.65
Vistar,AVR00144,Cheetos Flamin Hot 2.75oz,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02396,02/04/2026,material_receipt,5,4.00,1.33,6.65
SpringHill Suites by Marriott Riverside Redlands,AVR00144,Cheetos Flamin Hot 2.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469008,02/04/2026,store_order,12,5.00,1.33,60.00
Sheraton Gateway Los Angeles Hotel ,AVR00144,Cheetos Flamin Hot 2.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469044,02/04/2026,store_order,8,6.50,1.33,52.00
DoubleTree by Hilton Hotel Los Angeles - Rosemead,AVR00144,Cheetos Flamin Hot 2.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469055,02/04/2026,store_order,6,6.00,1.33,36.00
Homewood Suites by Hilton Carlsbad ,AVR00144,Cheetos Flamin Hot 2.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468923,02/03/2026,store_order,7,5.75,1.33,40.25
Residence Inn San Diego North San Marcos,AVR00144,Cheetos Flamin Hot 2.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468924,02/03/2026,store_order,7,6.00,1.33,42.00
Fairfield by Marriott Anaheim North - Buena Park,AVR00144,Cheetos Flamin Hot 2.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468936,02/03/2026,store_order,10,5.75,1.33,57.50
Hyatt House Los Angeles-LAX-Manhattan Beach,AVR00144,Cheetos Flamin Hot 2.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468964,02/03/2026,store_order,11,6.25,1.33,68.75
Fairfield Inn & Suites by Marriott Anaheim Los Alamitos,AVR00144,Cheetos Flamin Hot 2.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468821,02/02/2026,store_order,5,5.00,1.33,25.00
The Westin Long Beach,AVR00144,Cheetos Flamin Hot 2.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468823,02/02/2026,store_order,6,6.25,1.33,37.50
Embassy Suites by Hilton Anaheim North,AVR00144,Cheetos Flamin Hot 2.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468839,02/02/2026,store_order,8,6.25,1.33,50.00
Hampton Inn & Suites Barstow,AVR00144,Cheetos Flamin Hot 2.75oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468897,02/02/2026,store_order,6,5.75,1.33,34.50
Vistar,AVR00144,Cheetos Flamin Hot 2.75oz,,P02382,02/01/2026,purchase,160,4.00,1.33,212.80
,,,,,,TOTAL,216,96.25,23.94,$695.65
Vistar,AVR00145,Lays Original 2.25oz,,BILL/2026/0061,02/10/2026,bill,2,4.00,1.33,2.66
Vistar,AVR00145,Lays Original 2.25oz,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02436,02/10/2026,material_receipt,2,4.00,1.33,2.66
Vistar,AVR00145,Lays Original 2.25oz,,P02395,02/07/2026,purchase,48,4.00,1.33,63.84
Hilton Garden Inn-Home2 Suites Anaheim Resort,AVR00145,Lays Original 2.25oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469301,02/06/2026,store_order,12,6.25,1.33,75.00
Hyatt Place Pasadena,AVR00145,Lays Original 2.25oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469176,02/05/2026,store_order,7,5.75,1.33,40.25
Vistar,AVR00145,Lays Original 2.25oz,,BILL/2026/0052,02/04/2026,bill,3,4.00,1.33,3.99
Vistar,AVR00145,Lays Original 2.25oz,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02396,02/04/2026,material_receipt,3,4.00,1.33,3.99
Sheraton Gateway Los Angeles Hotel ,AVR00145,Lays Original 2.25oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469044,02/04/2026,store_order,13,6.50,1.33,84.50
DoubleTree by Hilton Hotel Los Angeles - Rosemead,AVR00145,Lays Original 2.25oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469055,02/04/2026,store_order,6,6.00,1.33,36.00
Hyatt Regency Los Angeles International Airport ,AVR00145,Lays Original 2.25oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469087,02/04/2026,store_order,7,6.50,1.33,45.50
Hyatt House Los Angeles-LAX-Manhattan Beach,AVR00145,Lays Original 2.25oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468964,02/03/2026,store_order,7,6.25,1.33,43.75
Fairfield Inn & Suites by Marriott Anaheim Los Alamitos,AVR00145,Lays Original 2.25oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468821,02/02/2026,store_order,5,5.00,1.33,25.00
The Westin Long Beach,AVR00145,Lays Original 2.25oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468823,02/02/2026,store_order,5,6.25,1.33,31.25
Embassy Suites by Hilton Anaheim North,AVR00145,Lays Original 2.25oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468839,02/02/2026,store_order,3,6.25,1.33,18.75
Fairfield Inn by Marriott - West Covina,AVR00145,Lays Original 2.25oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468871,02/02/2026,store_order,6,5.75,1.33,34.50
Hampton Inn & Suites Barstow,AVR00145,Lays Original 2.25oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468897,02/02/2026,store_order,7,5.75,1.33,40.25
DoubleTree by Hilton Pomona,AVR00145,Lays Original 2.25oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468898,02/02/2026,store_order,8,6.00,1.33,48.00
Vistar,AVR00145,Lays Original 2.25oz,,P02382,02/01/2026,purchase,72,4.00,1.33,95.76
,,,,,,TOTAL,154,78.25,19.95,$438.57
Vistar,AVR00146,Lays BBQ 2.25oz,,BILL/2026/0061,02/10/2026,bill,1,4.00,1.33,1.33
Vistar,AVR00146,Lays BBQ 2.25oz,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02436,02/10/2026,material_receipt,1,4.00,1.33,1.33
Vistar,AVR00146,Lays BBQ 2.25oz,,P02395,02/07/2026,purchase,24,4.00,1.33,31.92
Hilton Garden Inn-Home2 Suites Anaheim Resort,AVR00146,Lays BBQ 2.25oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469301,02/06/2026,store_order,6,6.25,1.33,37.50
Vistar,AVR00146,Lays BBQ 2.25oz,,BILL/2026/0052,02/04/2026,bill,3,4.00,1.33,3.99
Vistar,AVR00146,Lays BBQ 2.25oz,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02396,02/04/2026,material_receipt,3,4.00,1.33,3.99
SpringHill Suites by Marriott Riverside Redlands,AVR00146,Lays BBQ 2.25oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469008,02/04/2026,store_order,6,5.00,1.33,30.00
Sheraton Gateway Los Angeles Hotel ,AVR00146,Lays BBQ 2.25oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469044,02/04/2026,store_order,3,6.50,1.33,19.50
Hyatt Regency Los Angeles International Airport ,AVR00146,Lays BBQ 2.25oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469087,02/04/2026,store_order,7,6.50,1.33,45.50
Fairfield by Marriott Anaheim North - Buena Park,AVR00146,Lays BBQ 2.25oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468936,02/03/2026,store_order,8,5.75,1.33,46.00
Embassy Suites by Hilton Anaheim North,AVR00146,Lays BBQ 2.25oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468839,02/02/2026,store_order,8,6.25,1.33,50.00
Courtyard Chino Hills,AVR00146,Lays BBQ 2.25oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468879,02/02/2026,store_order,4,6.25,1.33,25.00
Hampton Inn & Suites Barstow,AVR00146,Lays BBQ 2.25oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468897,02/02/2026,store_order,5,5.75,1.33,28.75
DoubleTree by Hilton Pomona,AVR00146,Lays BBQ 2.25oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468898,02/02/2026,store_order,3,6.00,1.33,18.00
Vistar,AVR00146,Lays BBQ 2.25oz,,P02382,02/01/2026,purchase,72,4.00,1.33,95.76
,,,,,,TOTAL,393,138.50,33.25,"$1,146.55"
Vistar,AVR00147,Doritos Nacho Cheese 2.5oz,,BILL/2026/0061,02/10/2026,bill,3,4.00,1.33,3.99
Vistar,AVR00147,Doritos Nacho Cheese 2.5oz,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02436,02/10/2026,material_receipt,3,4.00,1.33,3.99
Embassy Suites by Hilton Anaheim North,AVR00147,Doritos Nacho Cheese 2.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469349,02/09/2026,store_order,5,6.25,1.33,31.25
Vistar,AVR00147,Doritos Nacho Cheese 2.5oz,,P02395,02/07/2026,purchase,72,4.00,1.33,95.76
Hilton Garden Inn-Home2 Suites Anaheim Resort,AVR00147,Doritos Nacho Cheese 2.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469301,02/06/2026,store_order,5,6.25,1.33,31.25
The Westin Pasadena,AVR00147,Doritos Nacho Cheese 2.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469109,02/05/2026,store_order,6,6.50,1.33,39.00
The Westin Long Beach,AVR00147,Doritos Nacho Cheese 2.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469113,02/05/2026,store_order,7,6.25,1.33,43.75
Embassy Suites by Hilton Anaheim North,AVR00147,Doritos Nacho Cheese 2.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469124,02/05/2026,store_order,4,6.25,1.33,25.00
Hyatt Place Pasadena,AVR00147,Doritos Nacho Cheese 2.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469176,02/05/2026,store_order,9,5.75,1.33,51.75
Vistar,AVR00147,Doritos Nacho Cheese 2.5oz,,BILL/2026/0052,02/04/2026,bill,7,4.00,1.33,9.31
Vistar,AVR00147,Doritos Nacho Cheese 2.5oz,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02396,02/04/2026,material_receipt,7,4.00,1.33,9.31
Sheraton Gateway Los Angeles Hotel ,AVR00147,Doritos Nacho Cheese 2.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469044,02/04/2026,store_order,11,6.50,1.33,71.50
DoubleTree by Hilton Hotel Los Angeles - Rosemead,AVR00147,Doritos Nacho Cheese 2.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469055,02/04/2026,store_order,5,6.00,1.33,30.00
Hyatt Place San Diego Vista-Carlsbad,AVR00147,Doritos Nacho Cheese 2.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468921,02/03/2026,store_order,9,6.00,1.33,54.00
Homewood Suites by Hilton Carlsbad ,AVR00147,Doritos Nacho Cheese 2.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468923,02/03/2026,store_order,14,5.75,1.33,80.50
Fairfield by Marriott Anaheim North - Buena Park,AVR00147,Doritos Nacho Cheese 2.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468936,02/03/2026,store_order,3,5.75,1.33,17.25
Hyatt House Los Angeles-LAX-Manhattan Beach,AVR00147,Doritos Nacho Cheese 2.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468964,02/03/2026,store_order,15,6.25,1.33,93.75
Fairfield Inn & Suites by Marriott Anaheim Los Alamitos,AVR00147,Doritos Nacho Cheese 2.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468821,02/02/2026,store_order,7,5.00,1.33,35.00
The Westin Long Beach,AVR00147,Doritos Nacho Cheese 2.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468823,02/02/2026,store_order,3,6.25,1.33,18.75
Embassy Suites by Hilton Anaheim North,AVR00147,Doritos Nacho Cheese 2.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468839,02/02/2026,store_order,4,6.25,1.33,25.00
Fairfield Inn by Marriott - West Covina,AVR00147,Doritos Nacho Cheese 2.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468871,02/02/2026,store_order,4,5.75,1.33,23.00
Embassy Suites by Hilton Palm Desert,AVR00147,Doritos Nacho Cheese 2.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468893,02/02/2026,store_order,5,6.00,1.33,30.00
Homewood Suites by Hilton Cathedral City Palm Springs,AVR00147,Doritos Nacho Cheese 2.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468894,02/02/2026,store_order,9,6.00,1.33,54.00
Hampton Inn & Suites Barstow,AVR00147,Doritos Nacho Cheese 2.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468897,02/02/2026,store_order,8,5.75,1.33,46.00
Vistar,AVR00147,Doritos Nacho Cheese 2.5oz,,P02382,02/01/2026,purchase,168,4.00,1.33,223.44
,,,,,,TOTAL,276,88.00,22.61,$669.64
Vistar,AVR00148,Doritos Cool Ranch 2.5oz,,BILL/2026/0061,02/10/2026,bill,3,4.00,1.33,3.99
Vistar,AVR00148,Doritos Cool Ranch 2.5oz,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02436,02/10/2026,material_receipt,3,4.00,1.33,3.99
Embassy Suites by Hilton Anaheim North,AVR00148,Doritos Cool Ranch 2.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469349,02/09/2026,store_order,5,6.25,1.33,31.25
Vistar,AVR00148,Doritos Cool Ranch 2.5oz,,P02395,02/07/2026,purchase,72,4.00,1.33,95.76
Hilton Garden Inn-Home2 Suites Anaheim Resort,AVR00148,Doritos Cool Ranch 2.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469301,02/06/2026,store_order,5,6.25,1.33,31.25
The Westin Long Beach,AVR00148,Doritos Cool Ranch 2.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469113,02/05/2026,store_order,7,6.25,1.33,43.75
Hyatt Place Pasadena,AVR00148,Doritos Cool Ranch 2.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469176,02/05/2026,store_order,3,5.75,1.33,17.25
Vistar,AVR00148,Doritos Cool Ranch 2.5oz,,BILL/2026/0052,02/04/2026,bill,5,4.00,1.33,6.65
Vistar,AVR00148,Doritos Cool Ranch 2.5oz,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02396,02/04/2026,material_receipt,5,4.00,1.33,6.65
Sheraton Gateway Los Angeles Hotel ,AVR00148,Doritos Cool Ranch 2.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/469044,02/04/2026,store_order,4,6.50,1.33,26.00
Homewood Suites by Hilton Carlsbad ,AVR00148,Doritos Cool Ranch 2.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468923,02/03/2026,store_order,15,5.75,1.33,86.25
Hyatt House Los Angeles-LAX-Manhattan Beach,AVR00148,Doritos Cool Ranch 2.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468964,02/03/2026,store_order,6,6.25,1.33,37.50
Fairfield Inn & Suites by Marriott Anaheim Los Alamitos,AVR00148,Doritos Cool Ranch 2.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468821,02/02/2026,store_order,5,5.00,1.33,25.00
Embassy Suites by Hilton Anaheim North,AVR00148,Doritos Cool Ranch 2.5oz,Ultraserv Automated Services Transit/Stock,Ultra/INT/468839,02/02/2026,store_order,7,6.25,1.33,43.75
