Customer,Product Code,Product Description,Location,Trans.#,Trans.Date,Transfer Type,Qty,Price,Cost,Amount
Ayres Hotel Laguna Woods ,AVR15683,Juice Pack Apple 50%,,INV/00137123,02/05/2026,direct_invoice,2,58.58,34.96,117.16
,AVR15683,Juice Pack Apple 50%,,PACK/04798,02/05/2026,pack_slip,1,79.63,34.96,79.63
,AVR15683,Juice Pack Apple 50%,,PACK/04799,02/05/2026,pack_slip,3,79.99,34.96,239.97
,AVR15683,Juice Pack Apple 50%,,PACK/04800,02/05/2026,pack_slip,2,58.58,34.96,117.16
SureStay Plus by Best Western Upland,AVR15683,Juice Pack Apple 50%,,INV/00137085,02/04/2026,direct_invoice,1,89.63,34.96,89.63
Ayres Suites Ontario Mills Mall,AVR15683,Juice Pack Apple 50%,,INV/00137086,02/04/2026,direct_invoice,2,58.58,34.96,117.16
Ayres Hotel Corona East ,AVR15683,Juice Pack Apple 50%,,INV/00137087,02/04/2026,direct_invoice,1,58.58,34.96,58.58
Ayres Hotel Chino Hills ,AVR15683,Juice Pack Apple 50%,,INV/00137091,02/04/2026,direct_invoice,3,58.58,34.96,175.74
Best Western Airpark Hotel-Los Angeles Lax Airport ,AVR15683,Juice Pack Apple 50%,,INV/00137094,02/04/2026,direct_invoice,1,78.63,34.96,78.63
Best Western Pasadena Inn,AVR15683,Juice Pack Apple 50%,,INV/00137101,02/04/2026,direct_invoice,3,87.99,34.96,263.97
Best Western Plus Ontario Airport & Convention Center ,AVR15683,Juice Pack Apple 50%,,INV/00137110,02/04/2026,direct_invoice,3,89.63,34.96,268.89
,AVR15683,Juice Pack Apple 50%,,PACK/04765,02/04/2026,pack_slip,1,89.63,34.96,89.63
,AVR15683,Juice Pack Apple 50%,,PACK/04766,02/04/2026,pack_slip,2,58.58,34.96,117.16
,AVR15683,Juice Pack Apple 50%,,PACK/04767,02/04/2026,pack_slip,1,58.58,34.96,58.58
,AVR15683,Juice Pack Apple 50%,,PACK/04771,02/04/2026,pack_slip,3,58.58,34.96,175.74
,AVR15683,Juice Pack Apple 50%,,PACK/04774,02/04/2026,pack_slip,1,78.63,34.96,78.63
,AVR15683,Juice Pack Apple 50%,,PACK/04781,02/04/2026,pack_slip,3,87.99,34.96,263.97
,AVR15683,Juice Pack Apple 50%,,PACK/04790,02/04/2026,pack_slip,3,89.63,34.96,268.89
Comfort Inn & Suites Irvine Spectrum,AVR15683,Juice Pack Apple 50%,,INV/00136977,02/02/2026,direct_invoice,4,93.85,34.96,375.40
La Quinta Inn & Suites by Wyndham Orange County Airport DR710,AVR15683,Juice Pack Apple 50%,,INV/00137062,02/02/2026,direct_invoice,2,84.00,34.96,168.00
Ayres Hotel Anaheim ,AVR15683,Juice Pack Apple 50%,,INV/00137064,02/02/2026,direct_invoice,2,58.58,34.96,117.16
Ayres Suites Yorba Linda,AVR15683,Juice Pack Apple 50%,,INV/00137065,02/02/2026,direct_invoice,1,58.58,34.96,58.58
,AVR15683,Juice Pack Apple 50%,,PACK/04744,02/02/2026,pack_slip,2,84.00,34.96,168.00
,AVR15683,Juice Pack Apple 50%,,PACK/04746,02/02/2026,pack_slip,2,58.58,34.96,117.16
,AVR15683,Juice Pack Apple 50%,,PACK/04747,02/02/2026,pack_slip,1,58.58,34.96,58.58
,,,,,,TOTAL,14,493.60,287.52,$863.80
Ayres Suites Ontario Mills Mall,AVR15684,Juice Pack Cranberry,,INV/00137086,02/04/2026,direct_invoice,2,61.70,35.94,123.40
Ayres Hotel Corona East ,AVR15684,Juice Pack Cranberry,,INV/00137087,02/04/2026,direct_invoice,2,61.70,35.94,123.40
,AVR15684,Juice Pack Cranberry,,PACK/04766,02/04/2026,pack_slip,2,61.70,35.94,123.40
,AVR15684,Juice Pack Cranberry,,PACK/04767,02/04/2026,pack_slip,2,61.70,35.94,123.40
Ayres Hotel San Diego South - Chula Vista,AVR15684,Juice Pack Cranberry,,INV/00137076,02/03/2026,direct_invoice,2,61.70,35.94,123.40
,AVR15684,Juice Pack Cranberry,,PACK/04756,02/03/2026,pack_slip,2,61.70,35.94,123.40
Ayres Suites Yorba Linda,AVR15684,Juice Pack Cranberry,,INV/00137065,02/02/2026,direct_invoice,1,61.70,35.94,61.70
,AVR15684,Juice Pack Cranberry,,PACK/04747,02/02/2026,pack_slip,1,61.70,35.94,61.70
,,,,,,TOTAL,4,197.00,117.44,$394.00
La Quinta Inn & Suites by Wyndham Orange County Airport DR710,AVR15688,Juice Pack Orange 50%,,INV/00137062,02/02/2026,direct_invoice,2,98.50,58.72,197.00
,AVR15688,Juice Pack Orange 50%,,PACK/04744,02/02/2026,pack_slip,2,98.50,58.72,197.00
,,,,,,TOTAL,34,"1,334.66",704.55,"$4,055.86"
Vagabond Inn San Pedro,AVR15689,Juice Pack Orange Blend 100%,,INV/00137157,02/09/2026,direct_invoice,1,121.38,64.05,121.38
Best Western Plus Stovall's Inn,AVR15689,Juice Pack Orange Blend 100%,,INV/00137158,02/09/2026,direct_invoice,3,114.38,64.05,343.14
,AVR15689,Juice Pack Orange Blend 100%,,PACK/04808,02/09/2026,pack_slip,1,121.38,64.05,121.38
,AVR15689,Juice Pack Orange Blend 100%,,PACK/04809,02/09/2026,pack_slip,3,114.38,64.05,343.14
Alhambra Hotel,AVR15689,Juice Pack Orange Blend 100%,,INV/00137096,02/04/2026,direct_invoice,3,128.37,64.05,385.11
Best Western Plus La Mid-Town Hotel,AVR15689,Juice Pack Orange Blend 100%,,INV/00137098,02/04/2026,direct_invoice,2,131.63,64.05,263.26
,AVR15689,Juice Pack Orange Blend 100%,,PACK/04776,02/04/2026,pack_slip,3,128.37,64.05,385.11
,AVR15689,Juice Pack Orange Blend 100%,,PACK/04778,02/04/2026,pack_slip,2,131.63,64.05,263.26
Comfort Inn & Suites Irvine Spectrum,AVR15689,Juice Pack Orange Blend 100%,,INV/00136977,02/02/2026,direct_invoice,10,114.38,64.05,"1,143.80"
Best Western Plus Stovall's Inn,AVR15689,Juice Pack Orange Blend 100%,,INV/00137057,02/02/2026,direct_invoice,3,114.38,64.05,343.14
,AVR15689,Juice Pack Orange Blend 100%,,PACK/04739,02/02/2026,pack_slip,3,114.38,64.05,343.14
,,,,,,TOTAL,36,"2,190.66","1,093.96","$5,652.78"
Stanford Inn & Suites,AVR15690,Juice Pack Orange Premium 100%,,INV/00137162,02/09/2026,direct_invoice,3,162.20,78.14,486.60
,AVR15690,Juice Pack Orange Premium 100%,,PACK/04813,02/09/2026,pack_slip,3,162.20,78.14,486.60
SureStay Plus by Best Western Upland,AVR15690,Juice Pack Orange Premium 100%,,INV/00137085,02/04/2026,direct_invoice,1,157.25,78.14,157.25
Best Western Airpark Hotel-Los Angeles Lax Airport ,AVR15690,Juice Pack Orange Premium 100%,,INV/00137094,02/04/2026,direct_invoice,1,153.20,78.14,153.20
Quality Inn & Suites Los Angeles Airport - LAX ,AVR15690,Juice Pack Orange Premium 100%,,INV/00137099,02/04/2026,direct_invoice,2,153.20,78.14,306.40
Best Western Plus Avita Suites ,AVR15690,Juice Pack Orange Premium 100%,,INV/00137100,02/04/2026,direct_invoice,3,161.21,78.14,483.63
Best Western Pasadena Inn,AVR15690,Juice Pack Orange Premium 100%,,INV/00137101,02/04/2026,direct_invoice,3,151.02,78.14,453.06
Best Western Plus Ontario Airport & Convention Center ,AVR15690,Juice Pack Orange Premium 100%,,INV/00137110,02/04/2026,direct_invoice,5,157.25,78.14,786.25
,AVR15690,Juice Pack Orange Premium 100%,,PACK/04765,02/04/2026,pack_slip,1,157.25,78.14,157.25
,AVR15690,Juice Pack Orange Premium 100%,,PACK/04774,02/04/2026,pack_slip,1,153.20,78.14,153.20
,AVR15690,Juice Pack Orange Premium 100%,,PACK/04779,02/04/2026,pack_slip,2,153.20,78.14,306.40
,AVR15690,Juice Pack Orange Premium 100%,,PACK/04780,02/04/2026,pack_slip,3,161.21,78.14,483.63
,AVR15690,Juice Pack Orange Premium 100%,,PACK/04781,02/04/2026,pack_slip,3,151.02,78.14,453.06
,AVR15690,Juice Pack Orange Premium 100%,,PACK/04790,02/04/2026,pack_slip,5,157.25,78.14,786.25
,,,,,,TOTAL,50,"1,833.50",704.60,"$3,341.42"
Best Western Plus Stovall's Inn,AVR15691,Juice Pack Passion Orange Guava,,INV/00137158,02/09/2026,direct_invoice,1,76.12,27.10,76.12
,AVR15691,Juice Pack Passion Orange Guava,,PACK/04809,02/09/2026,pack_slip,1,76.12,27.10,76.12
The Buena Park Hotel & Suites,AVR15691,Juice Pack Passion Orange Guava,,INV/00137122,02/05/2026,direct_invoice,3,72.99,27.10,218.97
Ayres Hotel Laguna Woods ,AVR15691,Juice Pack Passion Orange Guava,,INV/00137123,02/05/2026,direct_invoice,4,54.72,27.10,218.88
,AVR15691,Juice Pack Passion Orange Guava,,PACK/04799,02/05/2026,pack_slip,3,72.99,27.10,218.97
,AVR15691,Juice Pack Passion Orange Guava,,PACK/04800,02/05/2026,pack_slip,4,54.72,27.10,218.88
SureStay Plus by Best Western Upland,AVR15691,Juice Pack Passion Orange Guava,,INV/00137085,02/04/2026,direct_invoice,1,85.11,27.10,85.11
Ayres Hotel Corona East ,AVR15691,Juice Pack Passion Orange Guava,,INV/00137087,02/04/2026,direct_invoice,2,54.72,27.10,109.44
Ayres Hotel Chino Hills ,AVR15691,Juice Pack Passion Orange Guava,,INV/00137091,02/04/2026,direct_invoice,5,54.72,27.10,273.60
Best Western Airpark Hotel-Los Angeles Lax Airport ,AVR15691,Juice Pack Passion Orange Guava,,INV/00137094,02/04/2026,direct_invoice,1,68.11,27.10,68.11
Alhambra Hotel,AVR15691,Juice Pack Passion Orange Guava,,INV/00137096,02/04/2026,direct_invoice,1,98.11,27.10,98.11
Royale Inn,AVR15691,Juice Pack Passion Orange Guava,,INV/00137097,02/04/2026,direct_invoice,1,89.49,27.10,89.49
Quality Inn & Suites Los Angeles Airport - LAX ,AVR15691,Juice Pack Passion Orange Guava,,INV/00137099,02/04/2026,direct_invoice,1,68.11,27.10,68.11
Best Western Plus Ontario Airport & Convention Center ,AVR15691,Juice Pack Passion Orange Guava,,INV/00137110,02/04/2026,direct_invoice,3,85.11,27.10,255.33
,AVR15691,Juice Pack Passion Orange Guava,,PACK/04765,02/04/2026,pack_slip,1,85.11,27.10,85.11
,AVR15691,Juice Pack Passion Orange Guava,,PACK/04767,02/04/2026,pack_slip,2,54.72,27.10,109.44
,AVR15691,Juice Pack Passion Orange Guava,,PACK/04771,02/04/2026,pack_slip,5,54.72,27.10,273.60
,AVR15691,Juice Pack Passion Orange Guava,,PACK/04774,02/04/2026,pack_slip,1,68.11,27.10,68.11
,AVR15691,Juice Pack Passion Orange Guava,,PACK/04776,02/04/2026,pack_slip,1,98.11,27.10,98.11
,AVR15691,Juice Pack Passion Orange Guava,,PACK/04777,02/04/2026,pack_slip,1,89.49,27.10,89.49
,AVR15691,Juice Pack Passion Orange Guava,,PACK/04779,02/04/2026,pack_slip,1,68.11,27.10,68.11
,AVR15691,Juice Pack Passion Orange Guava,,PACK/04790,02/04/2026,pack_slip,3,85.11,27.10,255.33
Ayres Hotel San Diego South - Chula Vista,AVR15691,Juice Pack Passion Orange Guava,,INV/00137076,02/03/2026,direct_invoice,1,54.72,27.10,54.72
,AVR15691,Juice Pack Passion Orange Guava,,PACK/04756,02/03/2026,pack_slip,1,54.72,27.10,54.72
Ayres Hotel Anaheim ,AVR15691,Juice Pack Passion Orange Guava,,INV/00137064,02/02/2026,direct_invoice,1,54.72,27.10,54.72
,AVR15691,Juice Pack Passion Orange Guava,,PACK/04746,02/02/2026,pack_slip,1,54.72,27.10,54.72
,,,,,,TOTAL,4,161.20,40.30,$322.40
Stanford Inn & Suites,AVR15692,Juice Pack Strawberry Kiwi Nourish Water,,INV/00137162,02/09/2026,direct_invoice,2,80.60,20.15,161.20
,AVR15692,Juice Pack Strawberry Kiwi Nourish Water,,PACK/04813,02/09/2026,pack_slip,2,80.60,20.15,161.20
,,,,,,TOTAL,47,117.45,273.60,"$1,498.80"
Vistar,AVR15698,Marcal Towels Kitchen Roll - 30ct,,BILL/2026/0060,02/10/2026,bill,8,0.00,30.40,243.20
Vistar,AVR15698,Marcal Towels Kitchen Roll - 30ct,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02435,02/10/2026,material_receipt,8,0.00,30.40,243.20
Vistar,AVR15698,Marcal Towels Kitchen Roll - 30ct,,P02394,02/07/2026,purchase,8,0.00,30.40,243.20
Vistar,AVR15698,Marcal Towels Kitchen Roll - 30ct,,BILL/2026/0053,02/04/2026,bill,5,0.00,30.40,152.00
Behr Paint Company - Midway Coatings Cantina,AVR15698,Marcal Towels Kitchen Roll - 30ct,,INV/00137092,02/04/2026,direct_invoice,1,39.15,30.40,39.15
,AVR15698,Marcal Towels Kitchen Roll - 30ct,,PACK/04772,02/04/2026,pack_slip,1,39.15,30.40,39.15
,AVR15698,Marcal Towels Kitchen Roll - 30ct,,PACK/04784,02/04/2026,pack_slip,6,39.15,30.40,234.90
Vistar,AVR15698,Marcal Towels Kitchen Roll - 30ct,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02397,02/04/2026,material_receipt,5,0.00,30.40,152.00
Vistar,AVR15698,Marcal Towels Kitchen Roll - 30ct,,P02381,02/01/2026,purchase,5,0.00,30.40,152.00
,,,,,,TOTAL,24,0.00,52.74,$421.92
Costco Business Delivery,AVR15703,C&H Sugar Packets - 2000ct,,BILL/2026/0059,02/09/2026,bill,8,0.00,17.58,140.64
Costco Business Delivery,AVR15703,C&H Sugar Packets - 2000ct,,P02396,02/09/2026,purchase,8,0.00,17.58,140.64
Costco Business Delivery,AVR15703,C&H Sugar Packets - 2000ct,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02434,02/09/2026,material_receipt,8,0.00,17.58,140.64
,,,,,,TOTAL,9,0.00,69.30,$207.90
Vistar,AVR15717,International Delight Caramel Macchiato Creamer - 288ct,,BILL/2026/0060,02/10/2026,bill,3,0.00,23.10,69.30
Vistar,AVR15717,International Delight Caramel Macchiato Creamer - 288ct,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02435,02/10/2026,material_receipt,3,0.00,23.10,69.30
Vistar,AVR15717,International Delight Caramel Macchiato Creamer - 288ct,,P02394,02/07/2026,purchase,3,0.00,23.10,69.30
,,,,,,TOTAL,22,397.58,241.78,"$1,227.32"
Kings Inn Anaheim at The Park & Convention Center,AVR15718,JavaOne Condiment Set - 250ct,,INV/00137118,02/05/2026,direct_invoice,6,54.02,34.54,324.12
,AVR15718,JavaOne Condiment Set - 250ct,,PACK/04795,02/05/2026,pack_slip,6,54.02,34.54,324.12
Hartford Hotel,AVR15718,JavaOne Condiment Set - 250ct,,INV/00137093,02/04/2026,direct_invoice,2,57.02,34.54,114.04
,AVR15718,JavaOne Condiment Set - 250ct,,PACK/04773,02/04/2026,pack_slip,2,57.02,34.54,114.04
,AVR15718,JavaOne Condiment Set - 250ct,,PACK/04748,02/03/2026,pack_slip,2,58.50,34.54,117.00
,AVR15718,JavaOne Condiment Set - 250ct,,PACK/04750,02/03/2026,pack_slip,2,58.50,34.54,117.00
Desert Palms Hotel and Suites,AVR15718,JavaOne Condiment Set - 250ct,,INV/00137069,02/02/2026,direct_invoice,2,58.50,34.54,117.00
,,,,,,TOTAL,6,383.40,245.84,$558.50
Corona Regional Medical Center,AVR15719,Karat Hot Cups Generic 10oz - 1000ct,,INV/00137089,02/04/2026,direct_invoice,1,104.15,61.46,104.15
,AVR15719,Karat Hot Cups Generic 10oz - 1000ct,,PACK/04769,02/04/2026,pack_slip,1,104.15,61.46,104.15
Motel 6 Anaheim Maingate,AVR15719,Karat Hot Cups Generic 10oz - 1000ct,,INV/00137058,02/02/2026,direct_invoice,2,87.55,61.46,175.10
,AVR15719,Karat Hot Cups Generic 10oz - 1000ct,,PACK/04740,02/02/2026,pack_slip,2,87.55,61.46,175.10
,,,,,,TOTAL,5,170.00,115.25,$286.40
Motel 6 Carlsbad,AVR15721,Karat Hot Cup Dome Lids 10oz to 24oz - 1000ct,,INV/00137025,02/02/2026,direct_invoice,1,53.60,38.42,53.60
Motel 6 Anaheim Maingate,AVR15721,Karat Hot Cup Dome Lids 10oz to 24oz - 1000ct,,INV/00137058,02/02/2026,direct_invoice,2,58.20,38.42,116.40
,AVR15721,Karat Hot Cup Dome Lids 10oz to 24oz - 1000ct,,PACK/04740,02/02/2026,pack_slip,2,58.20,38.42,116.40
,,,,,,TOTAL,2,87.00,52.89,$87.00
First Service Residential,AVR15722,Karat Cold Cup Lids 12oz to 22oz - 1000ct,,INV/00137117,02/05/2026,direct_invoice,1,43.50,26.44,43.50
,AVR15722,Karat Cold Cup Lids 12oz to 22oz - 1000ct,,PACK/04794,02/05/2026,pack_slip,1,43.50,26.44,43.50
,,,,,,TOTAL,3,256.50,141.48,$256.50
,AVR15728,Karat Hot Cups Generic 8oz - 1000ct,,PACK/04748,02/03/2026,pack_slip,1,85.50,47.16,85.50
,AVR15728,Karat Hot Cups Generic 8oz - 1000ct,,PACK/04750,02/03/2026,pack_slip,1,85.50,47.16,85.50
Desert Palms Hotel and Suites,AVR15728,Karat Hot Cups Generic 8oz - 1000ct,,INV/00137069,02/02/2026,direct_invoice,1,85.50,47.16,85.50
,,,,,,TOTAL,3,93.84,63.16,$93.84
Behr Paint Company - Midway Coatings Cantina,AVR15731,Karat Wrapped Black Forks - 1000ct,,INV/00137092,02/04/2026,direct_invoice,1,31.28,21.05,31.28
,AVR15731,Karat Wrapped Black Forks - 1000ct,,PACK/04772,02/04/2026,pack_slip,1,31.28,21.05,31.28
,AVR15731,Karat Wrapped Black Forks - 1000ct,,PACK/04784,02/04/2026,pack_slip,1,31.28,21.05,31.28
,,,,,,TOTAL,3,93.84,70.13,$93.84
Behr Paint Company - Midway Coatings Cantina,AVR15733,Karat Wrapped Black Spoons - 1000ct,,INV/00137092,02/04/2026,direct_invoice,1,31.28,23.38,31.28
,AVR15733,Karat Wrapped Black Spoons - 1000ct,,PACK/04772,02/04/2026,pack_slip,1,31.28,23.38,31.28
,AVR15733,Karat Wrapped Black Spoons - 1000ct,,PACK/04784,02/04/2026,pack_slip,1,31.28,23.38,31.28
,,,,,,TOTAL,53,125.76,143.22,"$1,407.17"
Vistar,AVR15735,Kayo Forthy Topping Creamer - 6ct,,BILL/2026/0053,02/04/2026,bill,15,0.00,23.87,358.05
Best Western Plus Ontario Airport & Convention Center ,AVR15735,Kayo Forthy Topping Creamer - 6ct,,INV/00137110,02/04/2026,direct_invoice,3,40.75,23.87,122.25
,AVR15735,Kayo Forthy Topping Creamer - 6ct,,PACK/04784,02/04/2026,pack_slip,2,44.26,23.87,88.52
,AVR15735,Kayo Forthy Topping Creamer - 6ct,,PACK/04790,02/04/2026,pack_slip,3,40.75,23.87,122.25
Vistar,AVR15735,Kayo Forthy Topping Creamer - 6ct,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02397,02/04/2026,material_receipt,15,0.00,23.87,358.05
Vistar,AVR15735,Kayo Forthy Topping Creamer - 6ct,,P02381,02/01/2026,purchase,15,0.00,23.87,358.05
,,,,,,TOTAL,45,901.29,"1,273.09","$4,684.89"
Vistar,AVR15741,Nestle French Vanilla Bulk Creamer 1.5Gal,,BILL/2026/0060,02/10/2026,bill,2,0.00,97.93,195.86
Vistar,AVR15741,Nestle French Vanilla Bulk Creamer 1.5Gal,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02435,02/10/2026,material_receipt,2,0.00,97.93,195.86
Best Western Plus Stovall's Inn,AVR15741,Nestle French Vanilla Bulk Creamer 1.5Gal,,INV/00137158,02/09/2026,direct_invoice,1,129.06,97.93,129.06
,AVR15741,Nestle French Vanilla Bulk Creamer 1.5Gal,,PACK/04809,02/09/2026,pack_slip,1,129.06,97.93,129.06
Vistar,AVR15741,Nestle French Vanilla Bulk Creamer 1.5Gal,,P02394,02/07/2026,purchase,2,0.00,97.93,195.86
Vistar,AVR15741,Nestle French Vanilla Bulk Creamer 1.5Gal,,BILL/2026/0053,02/04/2026,bill,10,0.00,97.93,979.30
,AVR15741,Nestle French Vanilla Bulk Creamer 1.5Gal,,PACK/04784,02/04/2026,pack_slip,1,132.93,97.93,132.93
Vistar,AVR15741,Nestle French Vanilla Bulk Creamer 1.5Gal,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02397,02/04/2026,material_receipt,10,0.00,97.93,979.30
Ramada by Wyndham Hawthorne - LA Stadium,AVR15741,Nestle French Vanilla Bulk Creamer 1.5Gal,,INV/00137080,02/03/2026,direct_invoice,1,126.06,97.93,126.06
,AVR15741,Nestle French Vanilla Bulk Creamer 1.5Gal,,PACK/04760,02/03/2026,pack_slip,1,126.06,97.93,126.06
Best Western Plus Stovall's Inn,AVR15741,Nestle French Vanilla Bulk Creamer 1.5Gal,,INV/00137057,02/02/2026,direct_invoice,2,129.06,97.93,258.12
,AVR15741,Nestle French Vanilla Bulk Creamer 1.5Gal,,PACK/04739,02/02/2026,pack_slip,2,129.06,97.93,258.12
Vistar,AVR15741,Nestle French Vanilla Bulk Creamer 1.5Gal,,P02381,02/01/2026,purchase,10,0.00,97.93,979.30
,,,,,,TOTAL,26,28.90,56.48,$514.92
Vistar,AVR15742,Nestle French Vanilla Creamer Pump 1.5lt,,BILL/2026/0053,02/04/2026,bill,4,0.00,14.12,56.48
Vistar,AVR15742,Nestle French Vanilla Creamer Pump 1.5lt,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02397,02/04/2026,material_receipt,4,0.00,14.12,56.48
Del Sol Inn,AVR15742,Nestle French Vanilla Creamer Pump 1.5lt,,INV/00136978,02/02/2026,direct_invoice,10,28.90,14.12,289.00
Vistar,AVR15742,Nestle French Vanilla Creamer Pump 1.5lt,,P02381,02/01/2026,purchase,8,0.00,14.12,112.96
,,,,,,TOTAL,12,0.00,45.36,$181.44
Vistar,AVR15744,Nestle Hazelnut Creamer Pump 1.5lt,,BILL/2026/0053,02/04/2026,bill,3,0.00,15.12,45.36
Vistar,AVR15744,Nestle Hazelnut Creamer Pump 1.5lt,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02397,02/04/2026,material_receipt,3,0.00,15.12,45.36
Vistar,AVR15744,Nestle Hazelnut Creamer Pump 1.5lt,,P02381,02/01/2026,purchase,6,0.00,15.12,90.72
,,,,,,TOTAL,11,51.90,77.85,$192.03
Costco Business Delivery,AVR15745,Solo White Forks - 500ct,,BILL/2026/0059,02/09/2026,bill,3,0.00,15.57,46.71
Costco Business Delivery,AVR15745,Solo White Forks - 500ct,,P02396,02/09/2026,purchase,3,0.00,15.57,46.71
Costco Business Delivery,AVR15745,Solo White Forks - 500ct,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02434,02/09/2026,material_receipt,3,0.00,15.57,46.71
First Service Residential,AVR15745,Solo White Forks - 500ct,,INV/00137117,02/05/2026,direct_invoice,1,25.95,15.57,25.95
,AVR15745,Solo White Forks - 500ct,,PACK/04794,02/05/2026,pack_slip,1,25.95,15.57,25.95
,,,,,,TOTAL,6,0.00,111.63,$223.26
Vistar,AVR15748,Splenda - 2000ct,,BILL/2026/0053,02/04/2026,bill,2,0.00,37.21,74.42
Vistar,AVR15748,Splenda - 2000ct,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02397,02/04/2026,material_receipt,2,0.00,37.21,74.42
Vistar,AVR15748,Splenda - 2000ct,,P02381,02/01/2026,purchase,2,0.00,37.21,74.42
,,,,,,TOTAL,6,0.00,373.74,$747.48
Vistar,AVR15749,Starbucks Hot Cocoa Powder Mix - 6ct,,BILL/2026/0053,02/04/2026,bill,2,0.00,124.58,249.16
Vistar,AVR15749,Starbucks Hot Cocoa Powder Mix - 6ct,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02397,02/04/2026,material_receipt,2,0.00,124.58,249.16
Vistar,AVR15749,Starbucks Hot Cocoa Powder Mix - 6ct,,P02381,02/01/2026,purchase,2,0.00,124.58,249.16
,,,,,,TOTAL,3,0.00,55.17,$55.17
Costco Business Delivery,AVR15758,Wrapped Jumbo 7.75in Straws - 3000ct,,BILL/2026/0059,02/09/2026,bill,1,0.00,18.39,18.39
Costco Business Delivery,AVR15758,Wrapped Jumbo 7.75in Straws - 3000ct,,P02396,02/09/2026,purchase,1,0.00,18.39,18.39
Costco Business Delivery,AVR15758,Wrapped Jumbo 7.75in Straws - 3000ct,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02434,02/09/2026,material_receipt,1,0.00,18.39,18.39
,,,,,,TOTAL,289,95.58,20.16,$608.13
Behr Paint Company - Saint Andrews,AVR16058,Nature's Bakery Fig Bar Strawberry,Ultraserv Automated Services Transit/Stock,Ultra/INT/469201,02/06/2026,store_order,7,2.11,0.84,14.77
Behr Paint Company - Midway Coatings Cantina,AVR16058,Nature's Bakery Fig Bar Strawberry,Ultraserv Automated Services Transit/Stock,Ultra/INT/469205,02/06/2026,store_order,6,2.11,0.84,12.66
Best Western Plus Heritage Inn Rancho Cucamonga Ontario,AVR16058,Nature's Bakery Fig Bar Strawberry,Ultraserv Automated Services Transit/Stock,Ultra/INT/469254,02/06/2026,store_order,24,4.00,0.84,96.00
Behr Paint Company - Yale,AVR16058,Nature's Bakery Fig Bar Strawberry,Ultraserv Automated Services Transit/Stock,Ultra/INT/469270,02/06/2026,store_order,2,2.11,0.84,4.22
Crowne Plaza Costa Mesa Orange County,AVR16058,Nature's Bakery Fig Bar Strawberry,Ultraserv Automated Services Transit/Stock,Ultra/INT/469274,02/06/2026,store_order,4,4.50,0.84,18.00
Best Western Plus Stovall's Inn,AVR16058,Nature's Bakery Fig Bar Strawberry,Ultraserv Automated Services Transit/Stock,Ultra/INT/469292,02/06/2026,store_order,3,4.50,0.84,13.50
Hotel Dena,AVR16058,Nature's Bakery Fig Bar Strawberry,Ultraserv Automated Services Transit/Stock,Ultra/INT/469111,02/05/2026,store_order,3,4.00,0.84,12.00
The Westin Long Beach,AVR16058,Nature's Bakery Fig Bar Strawberry,Ultraserv Automated Services Transit/Stock,Ultra/INT/469113,02/05/2026,store_order,6,4.00,0.84,24.00
Crowne Plaza Los Angeles Harbor Hotel,AVR16058,Nature's Bakery Fig Bar Strawberry,Ultraserv Automated Services Transit/Stock,Ultra/INT/469115,02/05/2026,store_order,3,4.50,0.84,13.50
Vistar,AVR16058,Nature's Bakery Fig Bar Strawberry,,BILL/2026/0053,02/04/2026,bill,2,4.00,0.84,1.68
Vistar,AVR16058,Nature's Bakery Fig Bar Strawberry,Ultraserv Main Warehouse Cerritos/Stock,Ultra/IN/02397,02/04/2026,material_receipt,2,4.00,0.84,1.68
The Anza A Calabasas Hotel,AVR16058,Nature's Bakery Fig Bar Strawberry,Ultraserv Automated Services Transit/Stock,Ultra/INT/469024,02/04/2026,store_order,4,4.50,0.84,18.00
E-Central Downtown Los Angeles Hotel,AVR16058,Nature's Bakery Fig Bar Strawberry,Ultraserv Automated Services Transit/Stock,Ultra/INT/469025,02/04/2026,store_order,4,5.25,0.84,21.00
Motel 6 Los Angeles - LAX,AVR16058,Nature's Bakery Fig Bar Strawberry,Ultraserv Automated Services Transit/Stock,Ultra/INT/469051,02/04/2026,store_order,7,4.50,0.84,31.50
DoubleTree by Hilton Hotel Los Angeles - Rosemead,AVR16058,Nature's Bakery Fig Bar Strawberry,Ultraserv Automated Services Transit/Stock,Ultra/INT/469055,02/04/2026,store_order,6,4.25,0.84,25.50
Residence Inn San Diego North San Marcos,AVR16058,Nature's Bakery Fig Bar Strawberry,Ultraserv Automated Services Transit/Stock,Ultra/INT/468924,02/03/2026,store_order,6,4.25,0.84,25.50
